메뉴명,요리종류,중량,열량,탄수화물,단백질,지방,나트륨,해쉬태그,재료정보
새콤한연어샐러드,반찬,,118.3,5.4,8.6,6.9,48.1,,"연어 60g, 어린잎 20g, 말린 토마토 15g, 양파 50g, 2가지색 미니파프리카 70g
소스 : 유자청 30g, 감식초 15g, 정종 100ml, 볶은소금 0.5g"
논우렁순무섞박지,반찬,,103,18.6,6.5,0.3,616.5,콜라비,"콜라비 200g, 논우렁 100g, 미나리 25g, 양파 60g, 청고추 15g, 홍고추 15g, 대파 10g
양념 : 고춧가루 20g, 생강청 15g, 저염간장 15g, 다진마늘 15g, 플레인요구르트 15g"
코다리맑은탕,국&찌개,,162.3,7.7,24.2,3.9,110.8,,"코다리 200g, 무 60g, 감자 60g, 양파 15g, 청양고추 30g
미나리 25g, 백일송이버섯 25g, 참기름 15g
국물 : 다진마늘 15g, 저염간장 15g, 흰후추 1g"
세가지샐러드,반찬,,202.4,12.6,16.1,9.8,209.2,연두부,"연두부(100g), 닭고기살(50g), 통후추(1g), 단호박(20g)
바나나(20g), 파프리카(20g), 토마토(20g), 어린잎(10g)
- 소스 : 마(20g), 생크림(20g), 요거트(20g), 식초(5g)
올리브오일(10g), 설탕(10g), 흑임자(5g), 잣(10g)"
애호박들깨볶음,반찬,,184.6,16.2,10.4,8.7,202,,"애호박(150g), 소금(0.5g), 양파(20g), 대파(10g)
홍고추(10g), 들기름(20g), 다진 마늘(5g), 건새우(20g)
들깨가루(30g)"
고구마바나나샐러드,반찬,,348.8,64.8,4.8,7.8,111.4,연유,"고구마(100g), 바나나(100g), 요거트(30g), 어린잎(20g)
잣(5g), 연유(20g)"
누룽지새우튀김,반찬,,558,63.5,23.5,23.3,156.7,,"새우(100g), 소금(0.3g), 후춧가루(0.02g)
튀김가루(100g), 달걀(50g), 누룽지(50g), 튀김기름(200g)
- 소스 : 오렌지주스(100g), 설탕(10g), 식초(10g)
- 곁들임채소 : 어린잎(20g)"
백김치주꾸미샐러드,반찬,,125.5,3.9,22.2,2.3,656.6,백김치,"백김치(100g), 주꾸미(100g), 파(10g), 양상추(10g)
홍고추(10g), 어린잎(10g)
- 샐러드드레싱 : 저염간장(20g), 식초(10g), 설탕(10g)
꿀(10g), 레몬(10g), 양파(20g), 마늘(10g)"
닭고기월남쌈,반찬,,353.7,40.1,28.5,8.8,197,,"닭고기살(100g), 로즈마리(5g), 양파(20g), 소금(0.5g)
후춧가루(0.02g), 오이(30g), 파프리카(30g), 당근(30g)
라이스페이퍼(20g), 녹말가루(30g), 식용유(20g)
- 소스 : 다진 마늘(10g), 고춧가루(10g), 설탕(20g)
식초(20g), 레몬즙(10g)"
양배추롤,반찬,,164.8,14.8,17.5,3.9,111.5,,"닭고기살(100g), 천일염(0.5g), 후춧가루(0.3g), 식용유(10g)
정종(10g), 양배추(80g), 부추(30g), 깻잎(10g)
홍파프리카(20g), 노랑파프리카(20g), 당근(20g), 양파(20g)
- 소스 : 요거트(20g), 머스터드(20g), 꿀(10g), 레몬즙(10g)
설탕(5g)"
단호박소고기롤,반찬,,444.9,66.9,10.2,15.2,248.3,,"소고기(70g), 저염간장(10g), 다진 마늘(10g), 설탕(10g)
파프리카(30g), 오이(20g), 적양배추(20g), 사과(20g)
설탕(10g), 팽이버섯(20g), 무순(5g)
- 밀전병 : 단호박(100g), 밀가루(50g), 소금(0.5g)
- 소스 : 다진 마늘(10g), 다진 양파(20g), 올리브오일(20g)
설탕(10g), 식초(20g), 소금(0.5g)"
생선카레튀김,반찬,,555,14,22.4,45.5,260.2,생선살,"생선살(150g), 생강(10g), 정종(10g), 녹말가루(10g)
깻잎(10g)
- 튀김반죽 : 콩가루(20g), 밀가루(10g), 카레가루(10g)
녹말가루(10g), 달걀(50g)
- 소스 : 마요네즈(20g), 요구르트(20g), 설탕(10g), 식초(10g)
- 곁들임채소 : 양상추(30g)"
삼겹가지볶음,반찬,,542.4,15.9,19.5,44.5,398.8,삼겹살,"삼겹살(100g), 생강(5g), 정종(10g), 가지(50g), 양파(20g)
당근(20g), 깻잎(10g), 느타리버섯(20g), 대파(10g)
식용유(5g), 참기름(5g), 잣(10g), 통깨(5g)
- 양념장 : 고춧가루(20g), 다진마늘(20g), 저염간장(30g)
올리고당(20g), 후춧가루(0.1g), 설탕(10g)"
주꾸미샐러드,반찬,,129.8,16.5,12.1,1.7,244.8,,"주꾸미(120g), 밀가루(10g), 식초(10g)
양상추(30g), 미나리(30g), 홍고추(10g), 피망(20g)
- 소스 : 배(40g), 무(20g), 와사비(5g), 설탕(20g)
다진 마늘(20g), 식초(10g), 소금(0.5g)"
닭가슴살현미스테이크,반찬,,400,33.2,34.8,14.2,194.3,닭가슴살,"닭가슴살(150g), 정종(10g), 카레가루(20g)
현미쌀(50g), 튀김기름(200g)
- 소스 : 토마토소스(50g), 생크림(20g)
- 곁들임채소 : 적양배추(20g), 양배추(20g)"
삼겹선,반찬,,623.9,25.9,24.2,47.1,182.7,삼겹살,"삼겹살(100g), 정종(20g), 소금(0.5g), 후춧가루(0.05g)
생강즙(10g), 조(20g), 쌀(50g), 양파(30g), 파프리카(30g)
당근(20g), 새송이버섯(20g), 표고버섯(20g), 깻잎(5g), 파(10g)
- 소스 : 설탕(20g), 식초(10g), 레몬(10g), 소금(0.5g)
고춧가루(10g), 매실액(20g)"
미니버섯탕수,반찬,,269,32.6,6.9,15.3,242.7,저염간장,"미니버섯(120g), 소금(0.3g), 녹말가루(50g)
달걀흰자(30g), 튀김기름(300g)
- 소스 : 저염간장(30g), 홍초(20g), 설탕(20g)
브로컬리(20g), 오이(20g), 당근(20g)
홍파프리카(20g), 노란파프리카(20g)
물녹말(녹말가루 10g, 물 10g)"
연어오븐구이,일품,,285.9,8.1,28.7,15.4,222.1,,"연어(150g), 양파(50g), 토마토(100g), 파프리카(50g),
당근(30g), 마늘(20g), 청피망(30g), 레몬(1/4개), 소금(0.3g),
후춧가루(0.01g), 생크림(20g), 화이트크림(50g), 버터(20g)"
옥음밥,밥,,381.2,75.9,5.9,6,341.2,저염간장,"옥수수콘(200g), 애호박(1/3개), 당근(20g), 양파(30g),
새송이버섯(1/2개), 마늘(10g), 라이스페이퍼(1장),
저염간장(20g), 쌀(150g), 후춧가루(0.01g), 식용유(10g)"
와사비 연어초밥,밥,,417.6,70,18.8,6.9,76,,"연어(100g), 쌀(150g), 당근(20g), 표고버섯(3장),
겨자가루(10g), 새싹(10g), 파슬리(5g), 식초(10g), 설탕(20g),
소금(0.2g)"
원소병,후식,,320.6,73,6.1,0.5,47.2,,"찹쌀가루(200g), 치자(10g), 오미자(10g), 대추(5알), 귤병(20g),
유자청(30g), 꿀(50g), 녹말(50g), 잣(10알)"
음메꼬꼬돌돌,반찬,,296.7,0,41.5,14.5,275.8,닭가슴살,"소고기(120g), 달걀(1개), 닭고기(가슴살, 100g), 미나리(50g),
찹쌀가루(50g), 홍고추(1개), 소금(0.3g), 후춧가루(0.01g),
통후추(5알), 저염간장(20g), 설탕(20g), 식초(10g)"
전복리조또,밥,,282.9,53.1,7.1,4.7,92.1,,"쌀(100g), 전복(1개), 당근(20g), 양파(30g), 양송이버섯(3개),
우유(200g), 올리브오일(10g), 소금(0.2g), 후춧가루(0.01g),
버터(10g)"
참깨흑임 자연두부샐러드,반찬,,309.2,15.8,9.7,23,159.9,연두부,"연두부(100g), 참깨(20g), 흑임자(20g), 파프리카(50g),
무순(10g), 날치알(20g), 설탕(20g), 식초(10g), 마요네즈(30g),
우유(30g)"
초계탕,국&찌개,,103,7.1,16.2,1.1,90.1,닭다리,"닭고기(다리, 2개), 양파(50g), 파프리카(50g), 적양배추(20g),
오이(50g), 마늘(30g), 겨자가루(20g), 대파(20g), 소금(0.3g),
설탕(20g), 식초(10g)"
콩나물부추볶음,반찬,,133.8,15,3.9,6.4,139.4,,"콩나물(150g), 부추(50g), 양파(30g), 당근(20g), 파(10g),
감자(50g), 소금(0.3g), 식용유(20g)"
콩비지포카치아 샌드위치,일품,,271.2,36.8,12.9,8,459.2,포카치아빵,"포카치아빵(1개), 콩비지(50g), 무장아찌(20g), 토마토(50g),
생치즈(20g), 루꼴라(20g), 올리브오일(20g)"
파프리카더덕소고기깻잎롤,반찬,,230.7,16.9,28.8,5.3,97.8,살치살,"소고기(살치살, 120g), 파프리카(50g), 더덕(100g), 깻잎(3장),
파인애플(50g), 아스파라거스(3개), 양파(50g), 꿀(20g),
레몬(1/4개), 식초(10g), 소금(0.2g), 올리브오일(3g),
후춧가루(0.01g)"
해물아란치니,반찬,,283.8,41,7.4,10,393.2,샐러리,"오징어(100g), 새우(3마리), 토마토(50g), 양파(30g),
마늘(20g), 샐러리(20g), 밥(100g), 달걀(1개), 어린잎(10g),
소금(0.2g), 레몬(1/4개), 빵가루(20g)"
호박잎삼계,반찬,,314.1,53.7,16,3.9,55.9,,"닭고기(120g), 인삼(1뿌리), 미나리(30g), 대추(2알),
찹쌀(50g), 소금(0.2g), 후춧가루(0.01g)"
노른자크림 육회샐러드,반찬,,177.4,10,25.3,4,245.6,,"소고기(홍두깨살, 150g), 두릅(100g), 아보카도(1/2개),
배(1/4개), 마늘(20g), 달걀(1개), 레몬(1/8개), 크림치즈(20g),
설탕(20g), 소금(0.3g), 참기름(5g)"
닭고기 완자삼계죽,일품,,150.4,26.2,9.9,0.7,51.9,,"닭고기(1마리), 인삼(1뿌리), 찹쌀(50g), 대추(10알), 마늘(30g),
대파(30g), 양파(30g), 통후추(10알), 저염간장(10g)"
대하 마늘볶음밥,밥,,441.1,68,18.6,10.5,261.2,저염간장,"대하(3마리), 쌀(100g), 당근(20g), 깻잎(2장), 양파(30g),
숙주(50g), 대추(2알), 청고추(1개), 파(10g), 마늘(10g),
생강(5g), 저염간장(10g), 식용유(10g)"
두부 카프리제,반찬,,140.2,6.8,11.1,7.6,229.6,발사믹소스,"소고기(100g), 돼지고기(100g), 표고버섯(2개), 마(100g),
연근(20g), 감자(60g), 깻잎(3장), 애호박(1/3개), 마늘(20g),
두유(100g), 설탕(20g), 소금(0.2g), 저염간장(20g)"
미역볶음밥,밥,,515.2,25.5,5.85,5.43,488.5,,"재료 쌀(80g), 완두콩(10g), 닭고기(100g), 대추(10g), 수삼(20g)
양파(20g), 당근(10g)
양념 강황가루(3g), 맛술(15g)"
청국장볶음밥,밥,,467.9,25.05,4.27,4.9,234.1,,"재료 쌀(100g), 현미(30g), 감자(30g), 고구마(15g), 양파(15g), 연근(15g)
당근(15g), 애호박(15g), 우엉(15g), 마늘(3g), 시금치(5g), 참나물(10g)
깻잎(5g), 미나리(5g)
육수 다시마(2g)
양념 생청국장(30g), 들깻가루(2g), 올리브유(10g), 들기름(8g)"
해물볶음밥,밥,,493.2,26.9,7.28,2.99,681.9,,"볶음밥 쌀(100g), 아스파라거스(5g), 새송이버섯(10g), 달걀(40g)
문어(20g), 새우살(20g), 주꾸미(15g)
미나리볶음고추장 무(20g), 우엉(10g), 미나리(5g),"
토마토카레 채소볶음밥,밥,,612.1,24.5,3.52,4.46,435.2,가슴살,"재료 감자(20g), 양파(10g), 당근(10g), 피망(5g), 닭가슴살(20g)
밥(200g), 브로콜리(10g), 방울토마토(20g), 플레인 요구르트(15g)
양념 후춧가루(0.1g), 토마토페이스트(20g), 파프리카가루(3g), 카레가루(15g)"
구운주먹밥,밥,,335.1,35.43,5.79,6.84,79.4,,"재료 현미(100g), 톳(30g), 생김(5g), 달걀(50g)
밥 밑간 참기름(4g), 참깨(2g)
톳 무침양념 설탕(2g), 식초(2g)"
깐풍주먹밥,밥,,536.3,37.6,7.15,7.44,111,,"재료 칵테일새우(10g), 다진 쇠고기(15g), 후춧가루(1g), 참기름(7g)
찹쌀현미밥(200g), 밀가루(30g), 파인애플(10g), 부추(10g)
소스 다진 마늘(4g), 다진 붉은 고추(7g), 다진 풋고추(7g), 식초(10g)
함초가루(10g), 설탕(15g)"
닭봉주먹밥,밥,,553.4,20.5,7.12,6.08,454.1,,"재료 닭봉(80g), 우유(20g), 단호박(10g), 새송이버섯(5g), 가지(15g), 주키니호박(15g)
당근(15g), 양파(10g), 시래기(20g), 치즈(20g), 밥(150g), 새싹채소(10g)
양념 후춧가루(3g), 참기름(20g), 간장(5g)
소스 레몬즙(5g), 마요네즈(12g), 꿀(5g), 부순 참깨(2g)"
봄주먹밥,밥,,252.4,19.63,4.29,2.12,118.1,,"재료 봄동(10g), 깻잎(6g), 낙지 다리(6g), 참기름(3g)
두릅(8g), 올리브유(4g), 미나리(3g)
주먹밥 데친 꼬막살(14g), 올리브유(4g), 밥(100g), 참깨(3g)
두부강된장 참기름(10g), 다진 양파(14g), 다진 당근(14g)
다진 애호박(14g), 물(150g), 된장(14g)
고춧가루(4g), 다진 마늘(4g), 송송 썬 붉은 고추(4g)
송송 썬 청양고추(4g), 으깬 두부(76g)"
깻잎장아찌롤,밥,,375.2,18.4,2.6,3.4,750.7,깻잎장아찌,"재료 쌀(200g), 깻잎장아찌(30g), 김(5g), 새싹(20g)
밥 밑간 참기름(5g), 참깨(3g)
허브타르타르드레싱 양파(20g), 피클(20g), 삶은 달걀(60g), 마요네즈(20g)
머스터드소스 설탕(3g), 물(5g), 머스터드소스(15g)"
참치비빔밥롤,밥,,468.1,19.83,8.57,2.72,171.7,,"재료 멥쌀(60g), 완두콩(30g), 달걀(80g), 주키니호박(15g)
당근(15g), 가지(15g), 참치(25g), 김밥용 김(2g), 케일(3g)
참치밑간 후춧가루(3g), 올리브유(5g)
사과드레싱 식초(3g), 굵게 다진 사과(8g), 로즈마리(2g), 꿀(5g)
토마토소스 토마토(50g), 고추(5g)"
새싹참치김밥,밥,,319.8,25.9,5.78,2.75,109.3,,"재료 파프리카(15g), 파인애플(15g), 달걀(30g), 김(2g), 밥(150g)
새싹채소(10g), 참치(12g)
소스 저염간장(5g), 마요네즈(2.5g), 설탕(0.5g)"
연어주먹밥튀김,밥,,660.2,25.1,6.56,6.75,537.1,,"재료 당근(30g), 피망(30g), 양파(30g), 밥(100g), 마요네즈(20g)
통조림 연어(1캔=130g), 식초(10g), 데리야키소스(15g)
달걀(40g), 빵가루(60g), 어린잎채소(50g)
오리엔탈소스 식초(10g), 레몬즙(15g), 간장(10g), 다진 마늘(10g), 꿀(10g)
올리브유(20g), 참깨(5g)"
오징어불고기김밥,밥,,452.2,14.5,13.9,3.42,244.4,우둔살,"재료 오징어 몸통(130g), 파프리카(30g), 당근(20g), 피망(30g), 밥(200g)
채 썬 쇠고기(우둔살, 60g), 달걀(50g), 김(2g), 깻잎(20g), 새송이버섯(30g)
양념 참기름(15g), 고추장(3g), 매실청(15g)"
닭가슴살청포묵비빔밥,밥,,421.5,28.1,5.19,1.27,104,가슴살,"재료 닭가슴살(40g), 양배추(10g), 청포묵(30g), 숙주(30g)
쌀(80g), 달걀지단(20g), 무순(5g)
닭고기 삶는 재료 된장(3g), 마늘(5g), 후춧가루(0.1g), 소금(0.1g)
비빔소스 저염간장(4g), 참기름(1g)"
함초떡갈비,반찬,,254.1,5.7,19.8,16.9,210.5,,"갈은 소고기 150g, 갈은 돼지고기 150g, 당근 25g, 새송이버섯 20g
함초 30g, 양파 25g, 샐러리 10g, 대파 10g,
다진마늘 10g, 참기름 15g, 통깨 5g, 함초소금 1g
소스 : 발사믹식초 30g, 설탕 15g, 흰후추 1g"
삼색소면,일품,,168.1,29.4,8.5,1.8,437.6,,"3가지색 소면(분홍, 초록, 흰색) 각 25g씩, 쪽파 20g, 청고추 20g, 홍고추 15g, 마늘 10g
국물 : 다시마물 400g, 모시조개 200g, 볶은소금 1g, 청주 15g"
돼지수육맑은전골,국&찌개,,120.3,9.6,0.6,8.8,147.7,삼겹살,"통삼겹 250g, 된장 10g, 통후추 2g
다진대파 5g, 팽이버섯 10g, 당근 20g, 배추 30g, 청경채 20g
애호박 25g, 숙주 25g, 청양고추 20g
육수 : 천연다시다 15g, 물 300g, 다진마늘 5g
곁들이장 : 어간장 15g, 겨자 5g, 식초 15g, 깨 5g"
채소비빔밥,밥,,303.9,41.2,10.4,10.8,189.2,,"쌀 150g, 바지락 100g, 다진쇠고기 25g, 물 300g, 참기름 15g, 흰후추 1g, 다진마늘 15g
애호박 25g, 양파 25g, 오이 25g, 당근 25g, 표고 25g
두부볶음 : 두부 50g, 함초 25g, 깻잎 10g, 양파 20g, 다진파 15g, 다진마늘 15g"
열무김치파스타,일품,,270.4,42.1,6.6,8.4,371,열무김치,"파스타면 50g, 열무김치 100g, 오이 20g, 청홍고추 각각 15g
노란 파프리카 30g, 양파 30g, 당근 25g
생들기름 30g, 통깨 2g, 청양고추 30g"
해초갈비찜,반찬,,288.6,5.2,31.1,16,604.7,갈비,"찜갈비 200g, 마른미역줄기 10g, 감자 20g, 양파 25g, 청고추 15g
홍고추 15g, 대추 4g, 당근 20g, 메추리알 25g,
양념장 : 맛간장 30g, 다진마늘 5g, 다진대파 5g, 생강청 15g, 후추 1g
참기름 3g, 올리고당 15g, 통깨 1g"
버섯곤드레밥,밥,,250.2,45.6,8.8,3.7,196.6,,"쌀 100g, 건곤드레 10g, 느타리버섯 20g, 참기름 15g
비빔장 : 두부 50g, 된장 15g, 다진청고추 5g, 다진홍고추 5g, 다진마늘 2g
다진대파 2g, 참기름 15g, 통깨 2g"
바다향이 풍부한 전복죽,밥,,220.4,34.1,8.7,5.5,95.8,,"전복 100g, 당근 15g, 건조미역 10g
찹쌀 50g, 흑임자 3g, 참기름 15g, 청주 15g, 흰후추 2g"
주꾸미연포탕,국&찌개,,90.3,6.9,12.3,1.5,280.6,,"주꾸미 200g, 무 30g, 양파 50g, 대파 20g, 미나리 20g, 단호박 25g, 청고추 25g
국물 : 해물육수 400g, 청양고추 20g, 마늘 10g, 흰후추 1g"
함초소고기말이,반찬,,360.9,11.4,16.3,27.8,269.5,,"쇠고기구이용 150g, 알마늘 20g, 홍고추 15g, 양파 60g
함초 30g, 무순 2g, 노란색파프리카 25g
소스 : 마늘기름 15g, 맛간장 15g, 허브식초 15g, 연겨자 10g, 버섯마늘소금 2g"
묵계밥,밥,,227.9,43.7,7,2.8,82.3,가슴살,"도토리묵, 올방개묵, 검정깨묵 각각 25g
귀리밥 150g, 계란 55g, 콩나물 30g
국물 : 닭가슴살 70g, 마늘 10g, 대파 10g, 양파 15g, 맛간장 15g, 흰후추 1g, 버섯마늘소금 2g"
근채류주먹밥,밥,,117.3,25.2,2.4,0.8,11.3,,"우엉 20g, 연근 20g, 감자 20g, 청고추 10g, 양파 10g, 당근 10g
쌀 100g, 오이 70g, 통깨 1g, 맛간장 15g, 참기름 5g, 마늘기름 15g, 함초소금 2g"
단호박약식,밥,,152.2,33.1,3.1,0.8,64.7,,"미니 단호박 250g, 찹쌀 100g, 밤 40g, 대추 18g, 크린베리 10g
양념장 : 맛간장 15g, 참기름 10g, 계피가루 5g"
달콤스테이크,반찬,,175.1,8.7,19.2,7.1,147.7,채끝,"소 채끝살 200g, 감자 70g, 시금치 25g, 당근 30g
소스 : 레드와인 200cc. 망고 50g, 딸기잼 30g, 볶은소금 0.5g, 후추 2g
무염버터 5g, 설탕 10g, 레몬즙 5g, 다진양파 15g"
삼색샌드위치,일품,,356.4,47.9,14.1,12.4,497.3,,"식빵(100g), 토마토(20g), 어린이치즈(20g), 양상추(30g)
감자(30g), 올리고당(20g), 달걀(60g), 당근(20g), 오이(20g)
양파(20g), 소금(0.3g)"
황태탕수육,반찬,,274.4,13.2,17.1,17,365.3,저염간장,"황태채(100g), 밀가루(30g), 찹쌀가루(10g), 녹말가루(10g)
삼색분말(각 10g), 달걀(50g), 튀김기름(200g)
- 소스 : 파프리카(30g), 양파(30g), 당근(30g), 오이(30g)
파인애플(30g), 저염간장(20g), 설탕(20g), 식초(10g)
물녹말(녹말가루 10g, 물 10g)"
밥핫도그,밥,,828.9,74,22.1,49.4,774.5,,"소시지(100g), 나무막대기(5개), 밀가루(30g), 달걀(50g)
빵가루(30g), 튀김기름(200g), 파프리카(30g), 밥(50g)
감자(50g), 달걀흰자(10g), 소금(0.3g)"
스테이크카나페,반찬,,458.7,15.7,30.6,30.6,312.5,소등심,"소등심(100g), 소금(0.3g), 후춧가루(0.03g), 로즈마리(0.5g)
애호박(20g), 양파(20g), 가지(20g), 파프리카(20g)
토마토(20g)
- 소스 : 발사믹소스(20g), 설탕(10g), 마늘(20g), 사과(20g)"
꽃밥,밥,,480.7,56.8,23.2,173.9,272.6,,"라이스페퍼(50g), 당근(20g), 달걀(30g), 시금치(20g)
소금(0.5g), 돼지고기(50g), 마늘(10g), 대파(10g), 맛술(10g)
저염간장(20g), 설탕(10g), 통깨(5g), 참기름(5g)
후춧가루(0.02g), 고구마(30g), 두부(20g), 토마토(20g)
양파(20g), 견과류(20g)"
버섯만두찜,반찬,,301.8,34.5,17.8,10.3,382.2,,"밀가루(100g), 시금치가루(10g), 호박가루(10g)
백년초가루(10g), 물 (40g),식용유(3g), 소금(0.5g)
양파(20g), 양송이버섯(30g), 새송이버섯(20g)
표고버섯(30g), 두부(20g), 소금(0.5g), 새우(20g), 마늘(10g)
우유(200g), 생크림(20g)"
떡갈비주먹밥,밥,,557.1,63.1,29,21,462.3,다짐육,"다진소고기(70g), 다진돼지고기(50g), 찹쌀가루(10g), 밥(30g)
대파(10g), 후춧가루(0.02g), 맛술(10g), 저염간장(10g)
생크림(10g), 식용유(20g), 새송이버섯(20g), 시금치(20g)
당근(20g), 양파(20g), 마늘(10g), 떡볶이떡(10g)
저염간장(20g), 올리고당(20g)"
홍합죽,밥,,160.9,28.9,7.1,1.9,42,,"쌀(100g), 참기름(5g), 홍합(50g), 양파(20g), 당근(20g)
표고버섯(20g), 건새우(15g)
- 육수 : 건새우(15g), 다시마(10g)"
샐러드돈가스,반찬,,422.5,20.5,15.7,30.8,269.9,돼지등심,"돼지등심(120g), 정종(10g), 소금(0.3g), 후춧가루(0.02g)
우유(30g), 밀가루(20g), 달걀(50g), 빵가루(20g)
튀김기름(400g)
- 소스 : 삶은 달걀(50g), 피클(20g), 마요네즈(20g)
- 곁들임채소 : 방울토마토(30g), 양상추(30g)
어린잎채소(10g), 파슬리가루(0.3g)"
조개크림파스타,일품,,224.2,36.2,10.9,4,102.5,스파게티면,"스파게티(100g), 올리브오일(3g), 소금(0.3g), 양송이(20g)
새우(50g), 파슬리가루(0.3g), 버터(20g), 양파(20g), 마늘(20g)
밀가루(20g), 육수(100g), 우유(100g), 생크림(20g)
- 육수 : 조개(30g), 물(100g)"
닭날개튀김,반찬,,596.6,24.4,32.4,41,426.6,닭봉,"닭봉(120g), 오렌지(30g), 레몬(20g), 생강즙(10g)
카레가루(30g), 튀김기름(400g)
- 소스 : 양파(20g), 땅콩(20g), 마요네즈(20g)
파스리가루(0.3g), 요거트(30g)
- 곁들임채소 : 어린잎(10g)"
해산물리조또,밥,,306.8,47.7,16.7,5.4,237.7,,"보리쌀(50g), 당근(20g), 양파(20g), 마늘(10g), 대파(10g)
버터(10g), 오징어(50g), 새우(50g), 시금치(20g), 소금(0.2g)
생크림(20g), 우유(100g), 치즈(50g), 파슬리가루(0.3g)
- 육수(100g) : 조개(30g), 다시마(10g)"
